dx,source,ref
nv,real,ISIC_0025761
nv,real,ISIC_0025762
nv,real,ISIC_0025763
mel,real,ISIC_0025766
nv,real,ISIC_0025770
df,real,ISIC_0025771
nv,real,ISIC_0025772
nv,real,ISIC_0025775
nv,real,ISIC_0025776
bkl,real,ISIC_0025777
nv,real,ISIC_0025779
bkl,real,ISIC_0025781
nv,real,ISIC_0025782
nv,real,ISIC_0025784
nv,real,ISIC_0025786
nv,real,ISIC_0025788
nv,real,ISIC_0025789
nv,real,ISIC_0025792
bcc,real,ISIC_0025793
nv,real,ISIC_0025794
nv,real,ISIC_0025795
nv,real,ISIC_0025796
nv,real,ISIC_0025798
mel,real,ISIC_0025800
nv,real,ISIC_0025801
nv,real,ISIC_0025802
akiec,real,ISIC_0025803
bkl,real,ISIC_0025804
bkl,real,ISIC_0025805
vasc,real,ISIC_0025807
akiec,real,ISIC_0025808
nv,real,ISIC_0025809
akiec,real,ISIC_0025811
nv,real,ISIC_0025812
nv,real,ISIC_0025813
mel,real,ISIC_0025814
nv,real,ISIC_0025817
bcc,real,ISIC_0025818
nv,real,ISIC_0025820
nv,real,ISIC_0025822
nv,real,ISIC_0025823
bcc,real,ISIC_0025826
bkl,real,ISIC_0025830
nv,real,ISIC_0025834
nv,real,ISIC_0025836
bkl,real,ISIC_0025837
bkl,real,ISIC_0025838
nv,real,ISIC_0025839
nv,real,ISIC_0025840
nv,real,ISIC_0025841
bkl,real,ISIC_0025842
nv,real,ISIC_0025845
nv,real,ISIC_0025846
nv,real,ISIC_0025847
nv,real,ISIC_0025848
nv,real,ISIC_0025850
bkl,real,ISIC_0025851
nv,real,ISIC_0025852
nv,real,ISIC_0025853
nv,real,ISIC_0025854
nv,real,ISIC_0025855
bkl,real,ISIC_0025856
nv,real,ISIC_0025857
nv,real,ISIC_0025858
nv,real,ISIC_0025859
nv,real,ISIC_0025861
nv,real,ISIC_0025862
nv,real,ISIC_0025863
nv,real,ISIC_0025865
nv,real,ISIC_0025866
bkl,real,ISIC_0025867
nv,real,ISIC_0025868
nv,real,ISIC_0025869
nv,real,ISIC_0025870
nv,real,ISIC_0025871
nv,real,ISIC_0025875
bkl,real,ISIC_0025876
nv,real,ISIC_0025877
nv,real,ISIC_0025880
nv,real,ISIC_0025882
bkl,real,ISIC_0025883
nv,real,ISIC_0025884
bkl,real,ISIC_0025885
nv,real,ISIC_0025886
nv,real,ISIC_0025889
nv,real,ISIC_0025890
mel,real,ISIC_0025891
nv,real,ISIC_0025892
nv,real,ISIC_0025893
nv,real,ISIC_0025895
nv,real,ISIC_0025897
nv,real,ISIC_0025898
nv,real,ISIC_0025900
nv,real,ISIC_0025901
nv,real,ISIC_0025902
df,real,ISIC_0025903
mel,real,ISIC_0025904
nv,real,ISIC_0025905
nv,real,ISIC_0025907
nv,real,ISIC_0025908
nv,real,ISIC_0025912
nv,real,ISIC_0025913
nv,real,ISIC_0025914
bkl,real,ISIC_0025915
nv,real,ISIC_0025916
nv,real,ISIC_0025917
nv,real,ISIC_0025919
nv,real,ISIC_0025920
nv,real,ISIC_0025921
nv,real,ISIC_0025922
nv,real,ISIC_0025923
vasc,real,ISIC_0025924
nv,real,ISIC_0025925
nv,real,ISIC_0025926
mel,real,ISIC_0025927
bkl,real,ISIC_0025928
nv,real,ISIC_0025929
nv,real,ISIC_0025930
nv,real,ISIC_0025931
bcc,real,ISIC_0025932
nv,real,ISIC_0025933
nv,real,ISIC_0025934
nv,real,ISIC_0025935
nv,real,ISIC_0025936
bkl,real,ISIC_0025937
bkl,real,ISIC_0025939
bcc,real,ISIC_0025940
mel,real,ISIC_0025941
nv,real,ISIC_0025944
nv,real,ISIC_0025945
nv,real,ISIC_0025946
nv,real,ISIC_0025947
akiec,real,ISIC_0025948
nv,real,ISIC_0025949
nv,real,ISIC_0025951
nv,real,ISIC_0025952
akiec,real,ISIC_0025953
df,real,ISIC_0025954
nv,real,ISIC_0025956
akiec,real,ISIC_0025957
nv,real,ISIC_0025958
nv,real,ISIC_0025959
nv,real,ISIC_0025961
mel,real,ISIC_0025963
mel,real,ISIC_0025964
nv,real,ISIC_0025965
nv,real,ISIC_0025968
nv,real,ISIC_0025969
nv,real,ISIC_0025970
bcc,real,ISIC_0025971
nv,real,ISIC_0025972
bkl,real,ISIC_0025973
nv,real,ISIC_0025978
nv,real,ISIC_0025979
df,real,ISIC_0025980
nv,real,ISIC_0025981
bkl,real,ISIC_0025982
nv,real,ISIC_0025983
bkl,real,ISIC_0025984
bkl,real,ISIC_0025985
bkl,real,ISIC_0025986
nv,real,ISIC_0025988
nv,real,ISIC_0025989
nv,real,ISIC_0025991
nv,real,ISIC_0025993
nv,real,ISIC_0025994
nv,real,ISIC_0025995
mel,real,ISIC_0025996
nv,real,ISIC_0025997
nv,real,ISIC_0025998
nv,real,ISIC_0025999
nv,real,ISIC_0026001
nv,real,ISIC_0026002
nv,real,ISIC_0026003
nv,real,ISIC_0026004
nv,real,ISIC_0026006
nv,real,ISIC_0026007
mel,real,ISIC_0026009
nv,real,ISIC_0026010
nv,real,ISIC_0026011
nv,real,ISIC_0026013
akiec,real,ISIC_0026014
bkl,real,ISIC_0026015
bkl,real,ISIC_0026016
nv,real,ISIC_0026017
nv,real,ISIC_0026019
nv,real,ISIC_0026021
nv,real,ISIC_0026022
nv,real,ISIC_0026023
nv,real,ISIC_0026024
nv,real,ISIC_0026025
nv,real,ISIC_0026026
nv,real,ISIC_0026027
nv,real,ISIC_0026028
nv,real,ISIC_0026029
nv,real,ISIC_0026030
nv,real,ISIC_0026031
nv,real,ISIC_0026032
nv,real,ISIC_0026034
nv,real,ISIC_0026036
nv,real,ISIC_0026037
nv,real,ISIC_0026038
nv,real,ISIC_0026039
akiec,real,ISIC_0026040
nv,real,ISIC_0026041
bkl,real,ISIC_0026042
nv,real,ISIC_0026043
bkl,real,ISIC_0026044
mel,real,ISIC_0026045
bkl,real,ISIC_0026046
nv,real,ISIC_0026048
nv,real,ISIC_0026049
nv,real,ISIC_0026050
nv,real,ISIC_0026052
nv,real,ISIC_0026053
nv,real,ISIC_0026054
nv,real,ISIC_0026055
bcc,real,ISIC_0026056
nv,real,ISIC_0026057
bkl,real,ISIC_0026060
nv,real,ISIC_0026062
nv,real,ISIC_0026063
nv,real,ISIC_0026064
nv,real,ISIC_0026066
nv,real,ISIC_0026067
vasc,real,ISIC_0026068
bkl,real,ISIC_0026069
bkl,real,ISIC_0026070
bkl,real,ISIC_0026072
bcc,real,ISIC_0026074
nv,real,ISIC_0026075
nv,real,ISIC_0026076
nv,real,ISIC_0026077
nv,real,ISIC_0026078
nv,real,ISIC_0026079
nv,real,ISIC_0026080
mel,real,ISIC_0026081
nv,real,ISIC_0026082
akiec,real,ISIC_0026083
nv,real,ISIC_0026084
bkl,real,ISIC_0026085
mel,real,ISIC_0026086
nv,real,ISIC_0026087
nv,real,ISIC_0026088
mel,real,ISIC_0026089
bcc,real,ISIC_0026091
nv,real,ISIC_0026093
nv,real,ISIC_0026096
nv,real,ISIC_0026097
nv,real,ISIC_0026101
nv,real,ISIC_0026102
nv,real,ISIC_0026103
bkl,real,ISIC_0026104
nv,real,ISIC_0026108
nv,real,ISIC_0026110
nv,real,ISIC_0026111
mel,real,ISIC_0026113
nv,real,ISIC_0026114
mel,real,ISIC_0026115
nv,real,ISIC_0026116
bcc,real,ISIC_0026117
bcc,real,ISIC_0026118
nv,real,ISIC_0026119
mel,real,ISIC_0026120
nv,real,ISIC_0026121
nv,real,ISIC_0026122
nv,real,ISIC_0026125
nv,real,ISIC_0026127
nv,real,ISIC_0026129
nv,real,ISIC_0026130
mel,real,ISIC_0026131
nv,real,ISIC_0026133
nv,real,ISIC_0026134
bkl,real,ISIC_0026135
nv,real,ISIC_0026137
akiec,real,ISIC_0026138
bkl,real,ISIC_0026142
mel,real,ISIC_0026150
nv,real,ISIC_0026151
akiec,real,ISIC_0026152
bkl,real,ISIC_0026153
bcc,real,ISIC_0026156
mel,real,ISIC_0026158
bkl,real,ISIC_0026159
nv,real,ISIC_0026161
vasc,real,ISIC_0026163
nv,real,ISIC_0026165
nv,real,ISIC_0026166
mel,real,ISIC_0026167
nv,real,ISIC_0026168
nv,real,ISIC_0026169
nv,real,ISIC_0026170
akiec,real,ISIC_0026171
nv,real,ISIC_0026172
nv,real,ISIC_0026173
bkl,real,ISIC_0026174
nv,real,ISIC_0026175
nv,real,ISIC_0026176
nv,real,ISIC_0026177
akiec,real,ISIC_0026178
nv,real,ISIC_0026179
nv,real,ISIC_0026180
nv,real,ISIC_0026182
nv,real,ISIC_0026183
nv,real,ISIC_0026185
nv,real,ISIC_0026186
nv,real,ISIC_0026187
mel,real,ISIC_0026188
nv,real,ISIC_0026189
nv,real,ISIC_0026191
bcc,real,ISIC_0026192
nv,real,ISIC_0026193
akiec,real,ISIC_0026194
nv,real,ISIC_0026195
nv,real,ISIC_0026197
nv,real,ISIC_0026198
nv,real,ISIC_0026199
nv,real,ISIC_0026200
nv,real,ISIC_0026202
akiec,real,ISIC_0026203
nv,real,ISIC_0026204
akiec,real,ISIC_0026206
mel,real,ISIC_0026207
nv,real,ISIC_0026208
nv,real,ISIC_0026209
nv,real,ISIC_0026211
akiec,real,ISIC_0026212
bcc,real,ISIC_0026213
nv,real,ISIC_0026214
nv,real,ISIC_0026215
nv,real,ISIC_0026216
nv,real,ISIC_0026217
nv,real,ISIC_0026218
nv,real,ISIC_0026220
nv,real,ISIC_0026221
nv,real,ISIC_0026222
nv,real,ISIC_0026225
nv,real,ISIC_0026228
bcc,real,ISIC_0026230
nv,real,ISIC_0026231
nv,real,ISIC_0026232
nv,real,ISIC_0026233
nv,real,ISIC_0026235
mel,real,ISIC_0026236
nv,real,ISIC_0026237
nv,real,ISIC_0026238
nv,real,ISIC_0026240
nv,real,ISIC_0026241
nv,real,ISIC_0026242
nv,real,ISIC_0026243
nv,real,ISIC_0026244
bkl,real,ISIC_0026245
nv,real,ISIC_0026246
bkl,real,ISIC_0026248
bkl,real,ISIC_0026249
nv,real,ISIC_0026250
nv,real,ISIC_0026253
nv,real,ISIC_0026257
mel,real,ISIC_0026258
nv,real,ISIC_0026259
bkl,real,ISIC_0026262
bkl,real,ISIC_0026263
bkl,real,ISIC_0026265
mel,real,ISIC_0026266
nv,real,ISIC_0026267
nv,real,ISIC_0026269
nv,real,ISIC_0026271
nv,real,ISIC_0026272
bkl,real,ISIC_0026273
nv,real,ISIC_0026274
bcc,real,ISIC_0026275
bkl,real,ISIC_0026276
bkl,real,ISIC_0026277
nv,real,ISIC_0026278
bkl,real,ISIC_0026280
mel,real,ISIC_0026281
bcc,real,ISIC_0026282
nv,real,ISIC_0026284
nv,real,ISIC_0026285
nv,real,ISIC_0026287
nv,real,ISIC_0026288
nv,real,ISIC_0026289
bkl,real,ISIC_0026290
bkl,real,ISIC_0026291
nv,real,ISIC_0026293
nv,real,ISIC_0026294
nv,real,ISIC_0026295
nv,real,ISIC_0026297
bkl,real,ISIC_0026298
nv,real,ISIC_0026299
bkl,real,ISIC_0026301
nv,real,ISIC_0026305
nv,real,ISIC_0026306
nv,real,ISIC_0026308
nv,real,ISIC_0026309
nv,real,ISIC_0026310
bkl,real,ISIC_0026311
nv,real,ISIC_0026312
nv,real,ISIC_0026317
nv,real,ISIC_0026318
akiec,real,ISIC_0026319
bcc,real,ISIC_0026321
nv,real,ISIC_0026322
nv,real,ISIC_0026323
bcc,real,ISIC_0026324
nv,real,ISIC_0026325
akiec,real,ISIC_0026327
nv,real,ISIC_0026328
nv,real,ISIC_0026329
nv,real,ISIC_0026330
nv,real,ISIC_0026332
nv,real,ISIC_0026333
nv,real,ISIC_0026334
bkl,real,ISIC_0026335
vasc,real,ISIC_0026336
bcc,real,ISIC_0026337
nv,real,ISIC_0026338
nv,real,ISIC_0026339
nv,real,ISIC_0026341
nv,real,ISIC_0026342
bcc,real,ISIC_0026343
nv,real,ISIC_0026344
nv,real,ISIC_0026345
nv,real,ISIC_0026346
nv,real,ISIC_0026347
nv,real,ISIC_0026348
vasc,real,ISIC_0026349
bcc,real,ISIC_0026350
bkl,real,ISIC_0026351
nv,real,ISIC_0026354
nv,real,ISIC_0026356
nv,real,ISIC_0026358
nv,real,ISIC_0026359
mel,real,ISIC_0026360
nv,real,ISIC_0026361
akiec,real,ISIC_0026362
nv,real,ISIC_0026363
nv,real,ISIC_0026364
bkl,real,ISIC_0026365
nv,real,ISIC_0026366
nv,real,ISIC_0026368
mel,real,ISIC_0026369
nv,real,ISIC_0026371
nv,real,ISIC_0026372
nv,real,ISIC_0026373
nv,real,ISIC_0026375
nv,real,ISIC_0026376
nv,real,ISIC_0026377
bkl,real,ISIC_0026378
nv,real,ISIC_0026379
nv,real,ISIC_0026380
nv,real,ISIC_0026381
nv,real,ISIC_0026382
nv,real,ISIC_0026383
nv,real,ISIC_0026384
nv,real,ISIC_0026385
nv,real,ISIC_0026386
nv,real,ISIC_0026387
akiec,real,ISIC_0026388
nv,real,ISIC_0026389
nv,real,ISIC_0026392
vasc,real,ISIC_0026393
bcc,real,ISIC_0026395
nv,real,ISIC_0026397
nv,real,ISIC_0026398
nv,real,ISIC_0026401
nv,real,ISIC_0026402
nv,real,ISIC_0026403
nv,real,ISIC_0026404
nv,real,ISIC_0026407
bkl,real,ISIC_0026409
nv,real,ISIC_0026410
akiec,real,ISIC_0026411
nv,real,ISIC_0026412
nv,real,ISIC_0026413
nv,real,ISIC_0026414
nv,real,ISIC_0026415
nv,real,ISIC_0026418
mel,real,ISIC_0026420
nv,real,ISIC_0026421
bkl,real,ISIC_0026422
nv,real,ISIC_0026423
nv,real,ISIC_0026424
nv,real,ISIC_0026425
nv,real,ISIC_0026426
nv,real,ISIC_0026427
nv,real,ISIC_0026428
nv,real,ISIC_0026429
mel,real,ISIC_0026430
nv,real,ISIC_0026432
nv,real,ISIC_0026434
nv,real,ISIC_0026435
nv,real,ISIC_0026437
mel,real,ISIC_0026438
bkl,real,ISIC_0026441
bcc,real,ISIC_0026442
nv,real,ISIC_0026445
bkl,real,ISIC_0026446
nv,real,ISIC_0026448
nv,real,ISIC_0026450
nv,real,ISIC_0026451
nv,real,ISIC_0026452
bcc,real,ISIC_0026453
vasc,real,ISIC_0026456
akiec,real,ISIC_0026457
mel,real,ISIC_0026458
nv,real,ISIC_0026459
nv,real,ISIC_0026460
nv,real,ISIC_0026462
nv,real,ISIC_0026463
nv,real,ISIC_0026464
nv,real,ISIC_0026465
akiec,real,ISIC_0026466
akiec,real,ISIC_0026468
nv,real,ISIC_0026470
nv,real,ISIC_0026472
df,real,ISIC_0026473
nv,real,ISIC_0026474
mel,real,ISIC_0026475
nv,real,ISIC_0026478
nv,real,ISIC_0026479
nv,real,ISIC_0026480
bkl,real,ISIC_0026481
nv,real,ISIC_0026483
nv,real,ISIC_0026484
nv,real,ISIC_0026485
nv,real,ISIC_0026486
nv,real,ISIC_0026487
nv,real,ISIC_0026488
vasc,real,ISIC_0026490
akiec,real,ISIC_0026492
bkl,real,ISIC_0026493
nv,real,ISIC_0026494
nv,real,ISIC_0026495
bcc,real,ISIC_0026496
nv,real,ISIC_0026498
nv,real,ISIC_0026499
nv,real,ISIC_0026501
nv,real,ISIC_0026502
nv,real,ISIC_0026503
nv,real,ISIC_0026504
nv,real,ISIC_0026505
mel,real,ISIC_0026506
nv,real,ISIC_0026508
nv,real,ISIC_0026509
nv,real,ISIC_0026510
bkl,real,ISIC_0026511
nv,real,ISIC_0026512
bkl,real,ISIC_0026514
nv,real,ISIC_0026515
mel,real,ISIC_0026516
nv,real,ISIC_0026517
nv,real,ISIC_0026518
nv,real,ISIC_0026519
nv,real,ISIC_0026520
nv,real,ISIC_0026521
akiec,real,ISIC_0026522
bkl,real,ISIC_0026524
bkl,real,ISIC_0026526
bcc,real,ISIC_0026528
bkl,real,ISIC_0026532
nv,real,ISIC_0026533
nv,real,ISIC_0026534
nv,real,ISIC_0026535
nv,real,ISIC_0026536
nv,real,ISIC_0026537
bkl,real,ISIC_0026538
bkl,real,ISIC_0026539
nv,real,ISIC_0026540
nv,real,ISIC_0026543
mel,real,ISIC_0026545
nv,real,ISIC_0026546
nv,real,ISIC_0026547
nv,real,ISIC_0026548
nv,real,ISIC_0026551
nv,real,ISIC_0026552
bkl,real,ISIC_0026553
nv,real,ISIC_0026555
bkl,real,ISIC_0026556
nv,real,ISIC_0026557
mel,real,ISIC_0026558
nv,real,ISIC_0026559
nv,real,ISIC_0026561
nv,real,ISIC_0026564
bkl,real,ISIC_0026566
nv,real,ISIC_0026568
nv,real,ISIC_0026569
nv,real,ISIC_0026572
nv,real,ISIC_0026573
bcc,real,ISIC_0026574
akiec,real,ISIC_0026575
bkl,real,ISIC_0026576
nv,real,ISIC_0026577
nv,real,ISIC_0026578
nv,real,ISIC_0026579
nv,real,ISIC_0026580
nv,real,ISIC_0026581
nv,real,ISIC_0026582
nv,real,ISIC_0026583
nv,real,ISIC_0026584
nv,real,ISIC_0026587
nv,real,ISIC_0026589
nv,real,ISIC_0026591
nv,real,ISIC_0026592
bcc,real,ISIC_0026593
nv,real,ISIC_0026595
mel,real,ISIC_0026596
nv,real,ISIC_0026597
nv,real,ISIC_0026598
nv,real,ISIC_0026599
nv,real,ISIC_0026601
nv,real,ISIC_0026603
mel,real,ISIC_0026604
bkl,real,ISIC_0026606
bkl,real,ISIC_0026607
nv,real,ISIC_0026612
nv,real,ISIC_0026613
nv,real,ISIC_0026615
nv,real,ISIC_0026617
nv,real,ISIC_0026618
nv,real,ISIC_0026619
nv,real,ISIC_0026621
bkl,real,ISIC_0026623
nv,real,ISIC_0026624
akiec,real,ISIC_0026625
akiec,real,ISIC_0026626
nv,real,ISIC_0026627
nv,real,ISIC_0026628
nv,real,ISIC_0026630
bkl,real,ISIC_0026631
nv,real,ISIC_0026632
nv,real,ISIC_0026633
bkl,real,ISIC_0026634
nv,real,ISIC_0026636
nv,real,ISIC_0026638
nv,real,ISIC_0026639
nv,real,ISIC_0026641
nv,real,ISIC_0026642
bkl,real,ISIC_0026644
akiec,real,ISIC_0026645
nv,real,ISIC_0026646
nv,real,ISIC_0026648
akiec,real,ISIC_0026650
mel,real,ISIC_0026652
nv,real,ISIC_0026653
bcc,real,ISIC_0026656
nv,real,ISIC_0026658
nv,real,ISIC_0026659
nv,real,ISIC_0026660
bkl,real,ISIC_0026661
nv,real,ISIC_0026662
bkl,real,ISIC_0026663
mel,real,ISIC_0026664
nv,real,ISIC_0026665
nv,real,ISIC_0026666
nv,real,ISIC_0026667
nv,real,ISIC_0026669
nv,real,ISIC_0026670
nv,real,ISIC_0026671
nv,real,ISIC_0026672
nv,real,ISIC_0026674
nv,real,ISIC_0026676
nv,real,ISIC_0026677
bkl,real,ISIC_0026679
nv,real,ISIC_0026684
nv,real,ISIC_0026685
nv,real,ISIC_0026686
bcc,real,ISIC_0026687
nv,real,ISIC_0026688
nv,real,ISIC_0026689
mel,real,ISIC_0026690
nv,real,ISIC_0026692
vasc,real,ISIC_0026693
mel,real,ISIC_0026694
nv,real,ISIC_0026695
nv,real,ISIC_0026696
mel,real,ISIC_0026697
nv,real,ISIC_0026698
nv,real,ISIC_0026699
nv,real,ISIC_0026700
nv,real,ISIC_0026701
nv,real,ISIC_0026703
nv,real,ISIC_0026706
nv,real,ISIC_0026707
nv,real,ISIC_0026708
akiec,real,ISIC_0026709
vasc,real,ISIC_0026713
bkl,real,ISIC_0026714
nv,real,ISIC_0026715
bcc,real,ISIC_0026716
nv,real,ISIC_0026719
akiec,real,ISIC_0026720
nv,real,ISIC_0026721
nv,real,ISIC_0026722
nv,real,ISIC_0026723
nv,real,ISIC_0026724
nv,real,ISIC_0026725
nv,real,ISIC_0026727
bkl,real,ISIC_0026728
nv,real,ISIC_0026730
nv,real,ISIC_0026731
nv,real,ISIC_0026734
bkl,real,ISIC_0026737
mel,real,ISIC_0026738
nv,real,ISIC_0026739
nv,real,ISIC_0026741
nv,real,ISIC_0026742
nv,real,ISIC_0026743
bkl,real,ISIC_0026744
nv,real,ISIC_0026749
nv,real,ISIC_0026750
nv,real,ISIC_0026755
nv,real,ISIC_0026757
nv,real,ISIC_0026758
bcc,real,ISIC_0026760
nv,real,ISIC_0026762
nv,real,ISIC_0026763
akiec,real,ISIC_0026765
bcc,real,ISIC_0026766
nv,real,ISIC_0026767
bkl,real,ISIC_0026769
nv,real,ISIC_0026771
nv,real,ISIC_0026773
mel,real,ISIC_0026774
nv,real,ISIC_0026777
nv,real,ISIC_0026779
nv,real,ISIC_0026780
nv,real,ISIC_0026781
bkl,real,ISIC_0026783
nv,real,ISIC_0026785
nv,real,ISIC_0026786
nv,real,ISIC_0026788
df,real,ISIC_0026789
bkl,real,ISIC_0026790
nv,real,ISIC_0026792
bkl,real,ISIC_0026794
nv,real,ISIC_0026795
mel,real,ISIC_0026796
nv,real,ISIC_0026797
bcc,real,ISIC_0026798
nv,real,ISIC_0026799
nv,real,ISIC_0026800
mel,real,ISIC_0026802
bkl,real,ISIC_0026803
nv,real,ISIC_0026805
nv,real,ISIC_0026806
nv,real,ISIC_0026809
mel,real,ISIC_0026811
nv,real,ISIC_0026813
nv,real,ISIC_0026814
nv,real,ISIC_0026815
nv,real,ISIC_0026818
nv,real,ISIC_0026819
nv,real,ISIC_0026820
nv,real,ISIC_0026822
nv,real,ISIC_0026824
nv,real,ISIC_0026826
nv,real,ISIC_0026828
bcc,real,ISIC_0026829
nv,real,ISIC_0026830
nv,real,ISIC_0026833
nv,real,ISIC_0026834
bkl,real,ISIC_0026835
nv,real,ISIC_0026836
nv,real,ISIC_0026837
nv,real,ISIC_0026839
nv,real,ISIC_0026840
nv,real,ISIC_0026841
bkl,real,ISIC_0026843
bkl,real,ISIC_0026844
bcc,real,ISIC_0026845
bkl,real,ISIC_0026846
mel,real,ISIC_0026847
bkl,real,ISIC_0026849
nv,real,ISIC_0026852
mel,real,ISIC_0026853
nv,real,ISIC_0026854
bcc,real,ISIC_0026855
akiec,real,ISIC_0026857
nv,real,ISIC_0026858
nv,real,ISIC_0026859
nv,real,ISIC_0026862
nv,real,ISIC_0026864
nv,real,ISIC_0026866
mel,real,ISIC_0026868
nv,real,ISIC_0026869
mel,real,ISIC_0026870
bkl,real,ISIC_0026871
nv,real,ISIC_0026874
vasc,real,ISIC_0026876
mel,real,ISIC_0026877
nv,real,ISIC_0026879
nv,real,ISIC_0026880
nv,real,ISIC_0026881
nv,real,ISIC_0026883
nv,real,ISIC_0026884
nv,real,ISIC_0026885
nv,real,ISIC_0026888
nv,real,ISIC_0026889
nv,real,ISIC_0026890
nv,real,ISIC_0026891
bkl,real,ISIC_0026893
bkl,real,ISIC_0026895
mel,real,ISIC_0026897
nv,real,ISIC_0026900
bcc,real,ISIC_0026902
nv,real,ISIC_0026904
akiec,real,ISIC_0026905
bkl,real,ISIC_0026907
nv,real,ISIC_0026908
nv,real,ISIC_0026911
bkl,real,ISIC_0026912
nv,real,ISIC_0026913
nv,real,ISIC_0026914
mel,real,ISIC_0026916
nv,real,ISIC_0026917
nv,real,ISIC_0026918
nv,real,ISIC_0026919
nv,real,ISIC_0026920
nv,real,ISIC_0026921
nv,real,ISIC_0026922
nv,real,ISIC_0026924
nv,real,ISIC_0026925
nv,real,ISIC_0026928
nv,real,ISIC_0026929
mel,real,ISIC_0026930
nv,real,ISIC_0026931
nv,real,ISIC_0026932
nv,real,ISIC_0026934
nv,real,ISIC_0026936
nv,real,ISIC_0026937
nv,real,ISIC_0026938
nv,real,ISIC_0026939
bkl,real,ISIC_0026941
nv,real,ISIC_0026942
nv,real,ISIC_0026946
nv,real,ISIC_0026948
mel,real,ISIC_0026950
nv,real,ISIC_0026951
bcc,real,ISIC_0026952
nv,real,ISIC_0026953
mel,real,ISIC_0026954
bkl,real,ISIC_0026955
nv,real,ISIC_0026956
bcc,real,ISIC_0026957
bkl,real,ISIC_0026958
nv,real,ISIC_0026960
bkl,real,ISIC_0026961
nv,real,ISIC_0026962
mel,real,ISIC_0026963
nv,real,ISIC_0026964
nv,real,ISIC_0026965
bkl,real,ISIC_0026967
bcc,real,ISIC_0026968
bcc,real,ISIC_0026970
nv,real,ISIC_0026971
nv,real,ISIC_0026974
nv,real,ISIC_0026975
mel,real,ISIC_0026976
bcc,real,ISIC_0026978
nv,real,ISIC_0026979
nv,real,ISIC_0026983
akiec,real,ISIC_0026984
nv,real,ISIC_0026985
nv,real,ISIC_0026986
nv,real,ISIC_0026987
bcc,real,ISIC_0026988
mel,real,ISIC_0026989
nv,real,ISIC_0026990
akiec,real,ISIC_0026992
mel,real,ISIC_0026993
nv,real,ISIC_0026994
mel,real,ISIC_0026996
nv,real,ISIC_0026997
nv,real,ISIC_0026998
nv,real,ISIC_0026999
nv,real,ISIC_0027000
nv,real,ISIC_0027005
bkl,real,ISIC_0027006
nv,real,ISIC_0027007
df,real,ISIC_0027008
nv,real,ISIC_0027011
nv,real,ISIC_0027013
nv,real,ISIC_0027014
nv,real,ISIC_0027015
nv,real,ISIC_0027016
bkl,real,ISIC_0027017
bkl,real,ISIC_0027018
nv,real,ISIC_0027019
nv,real,ISIC_0027024
bkl,real,ISIC_0027025
bkl,real,ISIC_0027027
nv,real,ISIC_0027029
nv,real,ISIC_0027031
nv,real,ISIC_0027032
nv,real,ISIC_0027035
nv,real,ISIC_0027036
bcc,real,ISIC_0027038
nv,real,ISIC_0027039
nv,real,ISIC_0027040
bkl,real,ISIC_0027041
df,real,ISIC_0027044
nv,real,ISIC_0027045
bcc,real,ISIC_0027046
akiec,real,ISIC_0027047
nv,real,ISIC_0027048
nv,real,ISIC_0027050
bkl,real,ISIC_0027053
nv,real,ISIC_0027055
nv,real,ISIC_0027056
bcc,real,ISIC_0027057
bcc,real,ISIC_0027058
nv,real,ISIC_0027059
mel,real,ISIC_0027060
nv,real,ISIC_0027061
bkl,real,ISIC_0027064
mel,real,ISIC_0027065
nv,real,ISIC_0027066
bkl,real,ISIC_0027068
nv,real,ISIC_0027070
mel,real,ISIC_0027071
nv,real,ISIC_0027072
nv,real,ISIC_0027073
nv,real,ISIC_0027074
nv,real,ISIC_0027075
mel,real,ISIC_0027076
nv,real,ISIC_0027077
nv,real,ISIC_0027080
nv,real,ISIC_0027081
bkl,real,ISIC_0027083
akiec,real,ISIC_0027084
nv,real,ISIC_0027085
nv,real,ISIC_0027086
nv,real,ISIC_0027088
bcc,real,ISIC_0027090
nv,real,ISIC_0027091
bcc,real,ISIC_0027093
nv,real,ISIC_0027095
nv,real,ISIC_0027096
nv,real,ISIC_0027097
nv,real,ISIC_0027099
mel,real,ISIC_0027100
mel,real,ISIC_0027101
nv,real,ISIC_0027103
nv,real,ISIC_0027104
mel,real,ISIC_0027105
df,real,ISIC_0027107
nv,real,ISIC_0027108
nv,real,ISIC_0027109
nv,real,ISIC_0027110
nv,real,ISIC_0027111
nv,real,ISIC_0027112
nv,real,ISIC_0027113
nv,real,ISIC_0027114
nv,real,ISIC_0027115
df,real,ISIC_0027118
nv,real,ISIC_0027119
bcc,real,ISIC_0027120
nv,real,ISIC_0027123
nv,real,ISIC_0027124
nv,real,ISIC_0027128
nv,real,ISIC_0027129
mel,real,ISIC_0027130
nv,real,ISIC_0027131
nv,real,ISIC_0027132
nv,real,ISIC_0027133
nv,real,ISIC_0027134
nv,real,ISIC_0027136
bkl,real,ISIC_0027139
nv,real,ISIC_0027140
df,real,ISIC_0027141
bkl,real,ISIC_0027142
nv,real,ISIC_0027143
mel,real,ISIC_0027144
bcc,real,ISIC_0027146
nv,real,ISIC_0027148
mel,real,ISIC_0027149
nv,real,ISIC_0027150
bkl,real,ISIC_0027154
mel,real,ISIC_0027155
nv,real,ISIC_0027156
nv,real,ISIC_0027157
nv,real,ISIC_0027160
nv,real,ISIC_0027161
